text_script	multimodal_emotion
난 또.. 그럼 나랑 하는 채팅방으로 들어가	5
그래. 평일이라 사람도 없으니까 맘껏 달려. 누나가 서포트해줄게.	7
선생님, 여자 친구 있어요? 좋겠다.	5
뭐? 무슨 귀신 씨나락 까먹는 소리야.	5
저 선생님 같은 어른 처음 봐요.	1
그러지.	2
"네. 감독님, 그럼 멀쩡한 정신으로 내일 봬요.	 저 먼저 가볼게요! "	6
그니까 이렇게 아무나 마음만 먹으면! 들어올 수 있다는거 아니겠어요? 그래서 이 회사는 보안 시스템을 새로 구축해야돼 내가 알아	0
참네, 다른 거 먹어서 그런거라고요. 그날 명란 스무 팩도 넘게 팔았는데, 다른 손님들은 아무 소리 없습니다.	0
삼촌 결혼 안해요?	3
보니까 이 아파트 방역하는 업체가 대충 하더라고.	1
선생님이? 담임선생님이?	5
근데… 나 혼자 가기 무서워.	2
" 그래서,	 어떻게 하고 싶은데. 	 채널 접자고?"	6
아 몰라. 다 귀찮아서 그렇지.	1
그래. 너 그 머리 스타일부터 좀 바꿔야겠다.        촌스럽게 머리가 그게 뭐냐?	7
"너 미국이 어딘줄 알고 혼자 미국을 가겠대? 	당연히 안되지. 왜. 영어 공부가 하고 싶어?"	6
한 번 사는 인생 랜덤으로 재밌게 살고 싶어서.	6
"아니. 그런 거 아니야.	 나 그냥 돈 벌을래."	6
네. 먹고 갈게요.	1
네! 당해보시니까 어떠세요? 눈 하나 깜짝 안하고, 사람 바보 취급하셨던거 그대로 당해 보시니까 기분이 어떠세요!?	0
창피한 과거?	0
걱정하지 말고 어여 들어가봐.         아이고…	2
그래. 숙제 뭐 있는데? 학교 숙제 아니며는 학원 숙제?	7
아이고, 죄송합니다. 가볍게 시작하려고 했는데. 	7
나도 하늘나라 할머니 만나보고 싶다!	4
…. 제가.. 진짜 못 죽을 거 같아 보이세요?	2
너 오늘 학교에서 누구랑 싸웠어?	6
너가 좀 그리다가 정 힘들면 나한테 헬프 해.	3
신 팀장이 그래요? 나 참 어이가 없어서. 내가 회사를 스스로 그만 뒀다고?  들어 봐요.	6
참나… 이것도 귀찮다 저것도 귀찮다. 너 그렇게 귀찮아서 숨은 어떻게 쉬냐?	3
뭐가 좋은데?	0
근데 선생님이 잘 가르쳐주셔서, 쏙쏙 기억에 다 박혔어요!	2
비밀이야. 점심시간에 도시락 뚜껑을 딱 열고 맞이하는 스릴이 있어야지.	7
정확히 말하면, 좋아했었어. 지금은 마음 정리했어.	4
사실은.. 내가 하던 회사 있잖아. 그게 망했거든.	4
저 구석만 난리네.	6
응.. 집에서도 청소 잘 안 하면 엄마한테 엄청 혼나.	1
잠은 뭐. 게스트 하우스 같은데 가거나 호텔 빌려야지.	4
웃기지마. 무슨 밥값이야. 요즘 먹을 만한 음식 사 먹으려면, 만 원도 적어.	3
아니… 이게 왜 엄마 잘못이야.	3
네, 무슨 문제.. 있으신가요?	2
 알았어. 알았어.	3
예전에 친구가 선생님한테 말했다가 형들한테 진짜 죽기 전까지 맞았어요. 걔는 파일럿이 꿈이었는데 눈 한 쪽 실명 돼서 비행기는 이제 꿈도 못 꿔요.	2
누나 이 책 읽어봤어?	1
학교에서 형들이…	4
아니야?	3
왜 찍는데요?	6
싱싱한 굴을 넣어야지. 큰 거 말고 작은 걸로.	6
 정말 감사합니다... 제가 참 칠칠맞게... 오전 내내 이것만 찾으러 돌아다녔는데... 어디서 찾으셨어요?	7
그래. 근데 그렇게 무거운 건 아니라서, 너 혼자서도 들 수 있을거야.	1
있지.	4
그 사람들은 왜 결혼을 안 한대?	5
나도 내가 뭐 잘못한 거냐고, 잘못한 게 있으면 말을 해달라고 얘기 했거든?	4
어. 그때는 주로 밖에서 먹을 일들이 많을 때라서.	1
아 미안해…	4
그래도 맛있잖아.	3
내가 다시는 그집 초밥을 먹나봐라…	4
응... 엄마가 워낙 깔끔해서.	1
네?  그게 문제가 되나요?	5
이거 하늘왕국.	7
그건 그냥 공부 잖아? 그건 해야지. 그걸 자동화하려고 하면 어떡해?	3
니가 뭐가 힘들어?	3
아니 애 이마에 흉이 남을 수도 있으니까.	4
초콜릿…	2
저기 차, 몇 동, 몇 호차인지 알아보시고 인터폰 해주세요.	0
어! 저기 뚱땡이 지나간다. 니 남친아냐?	5
여기 온 김에 많이 먹고 가. 내일 아침에도 고기 먹자.	7
왜 그래 갑자기...? 내가 반찬 좀 신경 써 달라고 했다고 그러는거야?	6
" 그것 말고도 돈도 엄청 들거고...	 어디로 가고 싶은데?"	4
우리 아빠가?	5
그래도 3만원만 빼주세요.  학생이라서 그래요.	4
어떤 과자 좋아하는데요?	7
아 그건 깜박 잠든거였구.	6
응~ 니가 은근히 점점 학교 열심히 다니는거 같아서 기분이 좋네~	7
맞아. 형수랑 똑같아서 우리가 안도했는데.	7
언제 가지. 당일은 사람 너무 많을텐데.	2
아… 진짜 갑자기 급 똥이 마려워서…	2
"그러니까 하기 싫어요. 	남은 게 너무 많아서 하기 싫어요."	6
사랑한다고요?	5
그거야, 사람들이 많으니까.	6
그게요...	2
"막내라고 엄마 아빠가 너무 오냐오냐 키웠어. 	애를 배려놨어."	6
용 꿈도 아니고, 무슨 오만 원씩이나 받아?	3
아…그게…제가요….	2
야, 너 한국인 맞아? 그래도 응원해야지.	0
네, 감사합니다. 선생님… 열심히 할게요 저도!	7
전반적으로 신뢰도가 너무 낮은 사회가 됐어…	4
음… 지금 너 여자한테 니 먹을 생선가시 발라달라고 하려는 거 아니지?	3
 근데 끝이 안 좋았어.	7
"그이가 맘이 약해서, 모질지를 못해.	 수익이 많이 나면 뭐해. 인건비에서 줄줄줄..."	3
더 이상 듣기 싫으니까, 나가!	0
어머 그래서요?	5
… 증거는 없는데, 핸드폰 보니까 웬 여자랑 카톡을 하는데… 아주… 가관이더라고.	0
그렇게 마음에 안 들면, 엄마가 청소 좀 해주든가.	6
그 분들은 정신적인 충격이 굉장히 크세요.	2
서점이나 이런 데 있잖아요. 그런데 엄청 가신대요.	5
무슨… 숙제인 것 처럼 말하네.	4
곱게 자란게 뭐야?	1
뭐? 안 돼. 아빠도 싫어하셔.	6
그럼 엄살 부리지말고 다시 한 번 해봅시다!	6
정훈엄마. 간통죄는 폐지됐어요. 괜히 힘빼지 말고 위자료 받고 새 삶 살아요.	3
780만원? 그렇게 많이는 한 번에 못줄 것 같은데.	5
애초에 암인지 아닌지 긴가민가 하다고 했으면, 나도 그런가보다 했겠지.	2
어 예쁘네. 저기가 남해냐?	7
유치원에서 어버이날 선물로 편지 쓴 적 있는데. 그때 엄마 100살에 궁전 지어 줄 거니까 오래 살라고 했던 게 기억 났어.	4
오빠는 엄청 편식 했잖아.	1
"아 왜, 너네 동네에, 저기 좀만 더 들어가면	 버려진 집 있잖아."	6
진희 나가서 산지 얼마나 됐지?	5
 주문하신 음료 나왔습니다.	7
짜식 바쁘구만? 다음에 나오면 미리 연락해. 삼촌이 시간 빼서 맛있는 거 사줄게.	7
지은이 또 뭐 먹었는지 까먹었으면 놀리려고 했는데, 기억 났나 보네.	5
맛도 그래. 여기 할머니 은퇴하신 뒤로는 순대가  이렇게 무른 게, 영 별로야.	1
"안 믿을 걸요? 기말고사 때까지 구박할걸요?  	맨날 아침 먹을 때마다, 누구는 잘 봤드라, 누구는 밤새 공부한다드라. 	생각만해도 체할 거 같애."	2
 근데 아들, 엄마 친구 세연 아줌마 알지?	1
아저씨, 울 엄마랑 사귀냐구요.	6
헐 왜?	5
그래. 그럼 나 오늘 좀 일찍 들어가봐야되겠다.	6
진짜요? 어느 게 더 맛있어요?	5
그래? 그래. 한 학기가 딱 좋아. 거기서 학점 따기도 어렵고.         경험 삼아 한 학기 가는 게 딱 좋지. 여행도 좀 다니고.	5
아니.. 누가 못 들어온다고 했냐구요.. 진짜 도둑이 제발 저린다더니..	3
아… 클났다. 핸드폰도 버스에 있는데…	2
왜긴 일어나라고 패지.. 나 아침에 잘 못 일어나니까	6
 아니. 아빠도 원래 이 시간 쯤에는 집에 계셔야 하는 거 아닌가.	4
내 말이. 그 말 좀 우리 남편한테 가서 해줘라. 다른 집 남편들도 다 그렇게 한다고 나한테 대체 뭐가 불만이녜.	0
너무 안타까우니까 그렇지.	2
아이구. 고맙네 그래	7
귀찮단 말이야. 청소하기도 싫고.	3
대체로 남자들이 그렇다니까. 남의 말을 잘 귀담아 듣지를 않거든.	1
엑셀은 다룰 줄 아시죠?	6
이미 충분히 생각했어. 이번엔 떠날거야. 계속 버텼는데 이제는 진짜로 안 되겠다.	0
헐 어떻게 해.	5
열심히 준비해볼게! 기다리고 있어.	1
어떤 사람이야?	5
네. 맞아요.. 근데 갈수 있을지 모르겠어요. 실기가 너무 많고, 비중이 커서요.	2
" 오늘이 그 날이었구만.	 어때. 잘 들어가셨어?"	4
너는, 너는 나한테 안 그랬냐?	0
 엄마! 저 정말 바쁘다니까요.  그리고 결혼 생각 아직 없다구요.	0
이번에 김부장을, 이사로 승진을 시켜주려고.	1
아니긴 뭘 아니야? 뻔하지.	3
거기서 바닷물을 엄청 마셨구나…	1
그건 나도 똑같은데, 나는 그래도 일어나서 운동은 못하겠던데.	1
뽀뽀? 아니면 키스?	5
무슨 말이길래, 이렇게 서론이 장황하니? 	7
아니.	4
 어. 근데 뭐라고 해야 되? 나 고백 해본 적이 없어.	2
내가 거기까지는 얘기를 못 들어서…. 근데 재하가 잘못했다는 얘기는 들었어.	2
너도 내가 능력없는 구닥다리 같냐?	0
저번에도 버스 늦게 온 적 있었는데, 그 때는 오다가 차가 고장나서 그랬다고 아저씨가 말해줬었어요.	4
미안해 진짜 차가 막혔어.	4
야 이게 세대차이인거야. 노력은 무슨..	3
"둘이 보통 사이였어?	 10년을 만났으면 거의 가족이지.	 어떻게 헤어졌다고,  딱 두부 가르듯이 갈라지냐?"	2
그럼 어쩌라고.	6
어어. 용어집.	1
이번에 아빠 오시면, 여행 가기로 했잖아.	7
아빠한테 다 들었어.. 엄마한테 숨겨진 아들이 또 있다며..	4
삼십만원만… 갑자기 빌려 주기엔 너무 큰 액수인가?	2
그 사람은 니 어디가 마음에 든다냐?	3
엄마 나 잠깐 나갔다올게.	7
어제요? 그냥 애들이랑 집 갔는데요.	6
뭐 대단한 일이길래 말씀드리기가 어려워.         갑자기 이러면 나보고 어떡하라는거야. 은주씨는 책임감이 없어?	0
더 이상 살아갈 의욕이 없다. 직장에서도 짤리고, 만나는 사람도 없고...	6
그럼 한번 시켜봐.	2
그간… 참 많은 생각을 했습니다.	2
형님이 보험 그만 두라고 해서 그만둔거잖아. 그니까 화장품 하나 사달라고요.	4
다른 할머니들?	5
나는 아직도 눈에 선하다. 선해!	2
핸드폰 한 번 바꿔보세요. 제가 후회 안 하게 해드릴게요!	2
응, 내가 술 많이 먹지 말라고 당부를 했는데, 들을런지 모르겠다.	3
친구들한테 현수 나쁜말 하고 그랬어?	2
다음엔 아이스크림 뭐 그런거 먹으러 갈까?	7
아뇨. 저는 공대쪽 교수님은 잘 몰라요.	2
쉬운데. 쉬워서 재밌어요.	5
병가냈다. 와서 앉아봐.	4
네 안녕하세요.	7
아니야, 너 밖에서 이러고 졸면 사람들이 너 진짜 노숙하는 애인줄 안다니까.	2
엄마가 맨날 그래. 고모 무섭다고.	1
아.. 그러니까.. 내가 미안하다고 하잖아.	4
아, 정말 그렇겠네요. 태블릿으로 문서 읽는 거에 좀 더 익숙해져야겠어요.	1
응.	1
어디에요?	5
지난번에 유흥업소 단속 지원 나갈 때 뭐 특별한 일은 없었고?	6
그런 게 아니라. 니가 워낙에 거짓말을 많이 치니까.	6
……. 대학 가야죠.	1
나 일 잘해 엄마. 회사 에이스야.	1
 어.	2
네. 그럼 말씀 드릴게요. 조심해서 가세요.	1
그래서 어떻게 됐어요?	5
그게, 아직 전센데...대출도 많이 껴있긴 한데... 그래도 열심히 모으고 있어!	2
네…? 갑자기 무슨 말씀하시는거에요?	5
응. 그 때쯤엔 배 고프겠다.	7
 학원 끝나고 돌아가는 길.. 편하게 그 날 있었던 일을 말씀해주시면 됩니다.	6
이거보다 맛있을까?	5
아니 흥분하지 말고.	5
내가 잠 깨게 해줄까?	7
그러니까 집중해.	0
그래. 요즘엔 학교 공부도 참 어렵다고 하더라. 경쟁도 심하고.  민지는 나중에 어떤 사람이 될 거니?	4
그거 고가의 물품이고. 배송 지연으로 저희가 영업 손해 봤는데 다 보상해주세요!	0
알았어, 그럼 새거로 하나 사자.	1
있어?	5
왜? 없을 거 같아?	5
아 또 얘기가 왜 그렇게 흘러가요.	0
할머니 카페에서 왜 이렇게 소리를 질러.. 조용히 말해도 되잖아	6
해결사 찌라시?	2
뭐가 이해가 안 가는데?	4
몰라요~ 의미 파악하고 싶지도 않고~ 저 자퇴할거에요.	3
영화과들 입시가 있으니까, 그거에 맞춰서 가르쳐 준대요.	1
양말 같은 데에 허비할 시간 없다~ 얼른 아무 거나 신고 가.	3
엄마 저번에 넘어진 데는 좀 괜찮아? 발목은 다치면 오래가잖아.	4
아냐. 커피 한 잔 정도는 내가 살 수 있지.	1
"제대로 안하는게 뭐가 있어요? 제발 좀 아들래미 말 좀 믿어요 좀. 	 노인네가 귀는 얇아가지고 사기꾼 말을 왜 이렇게 쉽게 믿어요."	0
아. 그 심장외과의?	1
다 티나.	6
저는 더 이상은 말하기가 힘들어요.	2
그걸로 못 사.	1
"할아버지가 지금 누나 혼내면, 	집에가면 누나가 저 죽일거에요."	2
나 진짜 진지해.	6
일 년이나 같이 살았어? 근데 왜 헤어졌어. 너희 대학 때부터 cc 아니었어? 몇 년이나 만났지?	3
티비에서 보니까, 매니큐어를 하던데. 저도 하고 싶어요.	5
네… 근데 그때 이후로 제가 진짜 메일 신경써서 보내고 있거든요.	2
그러니까. 사람은 사람으로 잊는 거라고. 넌 그런 말도 모르냐?	0
아니, 노인들을 이렇게 불러다 놓고. 벌써 열한신데 집은 언제 보낼려고 그러는거야.	0
그게 니 맘대로 될 거 같아? 아빠도 술을 마시고 싶어서 마시는 게 아니야. 사회가 아빠를 저렇게 만드는 거지. 알코올에 쩔지 않고서는 견딜 수 없게.	3
너 저녁 먹기 전에 이렇게 단 거 많이 먹으면 못 써 밥맛 없어져	6
얼마나 먹은거야?	1
아우.. 그래도 좀 정도껏해야지. 수업을 너무 못해. 졸려서 참느라 혼났다고.	6
쌍커플하고 턱.	5
이번 교내 백일장에서 도진이 네가 쓴 글이 장원으로 뽑혔더라.. 평소에 글 쓰는 데에 관심이 많니?	7
응. 적어도 나는 그렇게 생각하고 쓰고 있어.	1
말만이라도 기분이 좋네.	7
이게 진짜… 말하는 꼬락서니 봐. 야! 막말로, 백수가 집이 뭐가 필요해. 어?	3
그랬으면 너가 목도 훨씬 길어지고 자세도 훨씬 좋았을 거 아니야.	6
"그런 거 함부로 따라가는 거 아니야.	 빈 자리 있다고, 그런 거 따라 갔다가  같이 저 세상 가는 거야."	2
그거 장가는 제대로 가려나 몰라.	2
"그 사이로 바람이 불어오는데, 가을인거야. 	분명 전 날까지는 여름이었는데. 하늘도 공기 냄새도. 	그냥 자고 일어났는데 가을이 됐어."	7
좋은 점은, 이제 상대방을 아주 잘 안다는 것?	2
그럼 내가 싫다고 하면, 엄마랑 헤어질 거에요?	6
음식을 가리지도 않아!	1
그러니까. 너 뭐 짐작 가는 애 없냐?	0
네? 왜..요?	2
근데, 어차피 엄마가 고모 이기잖아?	1
무서우면 안 보면 되지, 왜 그걸 굳이 찾아서까지 보는 거냐.	0
안돼. 머리띠 해야 돼.	0
"에이. 나 그렇게 좋은 사람 아닌데. 나 너한테만 잘해주는거야. 	내가 너 좋아하니까."	7
어떡해요 그럼… 저도 결혼 파토나고, 회사 짤리고, 요새 진짜 뭐 되는게 없어요.	4
하... 대박이다 진짜	3
"그건, 조카가 이기고 있어서 	 기뻐서 그런 거지!"	6
"엄마는 후회 안해. 	 너한테 가끔 미안하지."	2
있어! 남자는 그런 거야!	3
왜?	5
진짜라니까? 내가 다음에, 우리집에 있는 UFO 관련 책들 다 보여줄게.       거기 보면, 2030년에 거대한 UFO가 지구에 찾아올거래.	3
아. 네. 제가 이번에 전세 들어오기로 했어요.	1
 짜증나.	6
많이… 나쁘셨을 것 같습니다.	2
그럼 아주머니, 제가 이거 드릴게요.        	2
아… 5분밖에 안 늦었잖아요.	3
